0.90472,0.89339,0.87645,0.86513,0.85283,0.82975,0.81096,0.79237,0.76369,0.72946,0.67667,0.62340,0.57640,0.53663,0.47776,0.46579,0.41180,0.31172,0.31554,0.84818
0.91680,0.90570,0.89515,0.88497,0.86141,0.85411,0.84248,0.81084,0.77822,0.74328,0.70789,0.64965,0.59749,0.52145,0.44941,0.38658,0.30097,0.16544,0.34644,0.94673
0.98578,0.98327,0.98039,0.97835,0.97460,0.97171,0.96949,0.96662,0.96007,0.95345,0.94201,0.92863,0.91908,0.91031,0.90418,0.94228,0.99988,0.91267,0.90892,0.91170
0.96405,0.95802,0.95229,0.94734,0.93733,0.93231,0.92761,0.91579,0.89910,0.88385,0.86260,0.83125,0.80882,0.77886,0.74717,0.77545,0.83659,0.84492,0.82763,0.96226
0.93753,0.93022,0.92417,0.91632,0.90943,0.89788,0.88171,0.86500,0.83582,0.82911,0.80003,0.75755,0.73143,0.70082,0.66136,0.69495,0.74748,0.73139,0.68424,0.87334
0.98246,0.98089,0.97710,0.97506,0.97292,0.96749,0.96330,0.95913,0.95604,0.94487,0.93140,0.92048,0.90508,0.89261,0.88197,0.88367,0.85152,0.61201,0.43709,0.92443
0.96667,0.96112,0.95544,0.95083,0.94235,0.93667,0.93197,0.92217,0.90718,0.89311,0.87206,0.84360,0.82340,0.79927,0.77492,0.81639,0.91022,0.97465,0.90288,0.84606
0.95278,0.94907,0.94073,0.93580,0.92994,0.91767,0.90801,0.89081,0.88227,0.85399,0.82876,0.80393,0.76877,0.73298,0.70131,0.69129,0.72235,0.68858,0.70676,0.93144
0.96180,0.95715,0.95406,0.94914,0.94506,0.93828,0.92780,0.91654,0.89600,0.89445,0.87692,0.84827,0.83310,0.81326,0.79140,0.83521,0.91550,0.94638,0.78216,0.80899
0.97787,0.97422,0.96997,0.96688,0.96170,0.95701,0.95343,0.94836,0.93876,0.92892,0.91261,0.89344,0.87930,0.86588,0.85513,0.90083,0.99541,1.00000,0.98543,0.75818
0.95951,0.95337,0.94603,0.94058,0.93248,0.92365,0.91691,0.90684,0.89082,0.87406,0.84777,0.81685,0.79348,0.77031,0.74656,0.79326,0.89797,0.94994,0.99342,0.88456
0.96590,0.96098,0.95767,0.95358,0.94023,0.94084,0.93526,0.92165,0.90227,0.88744,0.87274,0.83794,0.81444,0.76680,0.72043,0.69105,0.58842,0.35239,0.32175,0.87227
0.98775,0.98560,0.98303,0.98127,0.97809,0.97545,0.97347,0.97125,0.96577,0.95986,0.94958,0.93805,0.92955,0.92227,0.91754,0.95149,0.99153,0.86028,0.80847,1.00000
0.98181,0.97942,0.97903,0.97668,0.97301,0.97237,0.96682,0.96130,0.94806,0.94971,0.94370,0.92576,0.92247,0.91142,0.90572,0.94841,0.99449,0.85854,0.46567,0.85505
0.96131,0.95720,0.94941,0.94479,0.93971,0.92880,0.91988,0.91195,0.90197,0.88264,0.85474,0.82970,0.80143,0.77796,0.75402,0.74879,0.71899,0.47190,0.39277,0.92056
0.95726,0.95306,0.94696,0.94225,0.93874,0.92676,0.91827,0.90097,0.88682,0.87060,0.85048,0.82638,0.79702,0.76146,0.71884,0.69826,0.69653,0.52666,0.42548,0.81385
0.97204,0.96709,0.96290,0.95902,0.94978,0.94719,0.94388,0.93396,0.91941,0.90728,0.89088,0.86376,0.84507,0.81716,0.78796,0.80922,0.84280,0.80212,0.82317,0.82276
0.99172,0.99119,0.98952,0.98863,0.98805,0.98522,0.98326,0.98029,0.97943,0.97358,0.96819,0.96402,0.95619,0.94930,0.94428,0.94615,0.90223,0.66241,0.51487,0.87266
0.94889,0.94321,0.93901,0.93294,0.92230,0.91750,0.90423,0.89047,0.86464,0.85420,0.83398,0.79256,0.77457,0.73955,0.71674,0.75226,0.82488,0.79224,0.69844,0.81465
0.96443,0.96151,0.95561,0.95185,0.94821,0.93831,0.93118,0.91678,0.90891,0.88901,0.87110,0.85215,0.82505,0.79579,0.76921,0.76702,0.81185,0.75370,0.68265,0.81975
0.96198,0.95742,0.95446,0.95018,0.93732,0.93749,0.92898,0.91626,0.89477,0.88156,0.86741,0.83028,0.81170,0.76639,0.73035,0.71932,0.67668,0.56606,0.68081,0.87074
0.93983,0.93453,0.92484,0.91856,0.91153,0.89606,0.88490,0.86173,0.84737,0.81663,0.78834,0.75749,0.71671,0.67172,0.62660,0.60413,0.63816,0.56638,0.67140,0.86306
0.95151,0.94615,0.94224,0.93665,0.92464,0.92157,0.90936,0.89565,0.87061,0.85824,0.83986,0.79838,0.78040,0.74020,0.71410,0.73440,0.77688,0.70828,0.59795,0.89700
0.95224,0.94543,0.93666,0.93038,0.92200,0.91079,0.90222,0.89120,0.87363,0.85419,0.82346,0.78937,0.76238,0.73749,0.71029,0.75190,0.83850,0.84192,0.91532,0.91474
0.94162,0.93341,0.92297,0.91538,0.90543,0.89201,0.88171,0.86799,0.84698,0.82410,0.78866,0.74886,0.71775,0.68810,0.65214,0.68759,0.75065,0.72556,0.77379,0.88425
