0.03951,0.00390,0.03615,0.02097,0.03265,0.03706,0.00936,0.02521,0.02508,0.01677,0.01253,0.04621,0.01817,0.03484,0.13845
0.14089,0.11207,0.08344,0.06091,0.05231,0.03278,0.03993,0.02731,0.04226,0.03588,0.02993,0.02148,0.04348,0.03172,0.17835
0.99706,0.99528,0.99688,0.99586,0.99886,0.98904,0.98946,0.99307,0.99073,0.98741,0.98871,0.98756,0.96528,0.91280,0.16319
0.99874,0.99704,0.99750,0.99828,1.00194,0.99171,0.99243,0.99751,0.99603,0.98996,0.99032,0.98733,0.95875,0.84602,0.15565
0.99873,0.99702,0.99747,0.99826,1.00192,0.99166,0.99237,0.99744,0.99592,0.98975,0.98998,0.98669,0.95739,0.84182,0.15247
0.99519,0.99315,0.99492,0.99296,0.99522,0.98491,0.98435,0.98642,0.98189,0.97643,0.97283,0.96058,0.91271,0.77981,0.17239
0.99881,0.99714,0.99774,0.99841,1.00210,0.99201,0.99285,0.99797,0.99673,0.99141,0.99274,0.99187,0.96845,0.87699,0.17244
0.99790,0.99622,0.99765,0.99714,1.00048,0.99080,0.99161,0.99591,0.99446,0.99166,0.99470,0.99751,0.98435,0.95871,0.16403
0.99876,0.99706,0.99755,0.99831,1.00198,0.99178,0.99253,0.99762,0.99619,0.99027,0.99084,0.98830,0.96081,0.85247,0.15357
0.99612,0.99421,0.99592,0.99441,0.99704,0.98699,0.98693,0.98976,0.98634,0.98205,0.98099,0.97448,0.93978,0.84791,0.16576
0.99883,0.99717,0.99781,0.99845,1.00214,0.99210,0.99298,0.99811,0.99695,0.99189,0.99355,0.99341,0.97180,0.88807,0.16424
0.99879,0.99710,0.99764,0.99837,1.00204,0.99189,0.99269,0.99780,0.99646,0.99083,0.99176,0.99003,0.96451,0.86420,0.16435
0.99855,0.99693,0.99810,0.99811,1.00170,0.99202,0.99305,0.99791,0.99700,0.99398,0.99765,1.00194,0.99180,0.96735,0.15543
0.99510,0.99304,0.99482,0.99282,0.99504,0.98471,0.98410,0.98609,0.98145,0.97588,0.97202,0.95921,0.91004,0.77321,0.15657
0.99877,0.99708,0.99760,0.99834,1.00201,0.99183,0.99261,0.99771,0.99632,0.99054,0.99129,0.98913,0.96259,0.85808,0.15864
0.99881,0.99719,0.99808,0.99847,1.00216,0.99233,0.99334,0.99844,0.99755,0.99363,0.99661,0.99939,0.98511,0.93544,0.16623
0.99848,0.99685,0.99806,0.99801,1.00157,0.99190,0.99291,0.99770,0.99675,0.99382,0.99749,1.00179,0.99174,0.96927,0.15770
0.99306,0.99004,0.98774,0.98885,0.99025,0.97564,0.97155,0.97239,0.96046,0.93326,0.90209,0.83431,0.67320,0.28029,0.12984
0.99612,0.99421,0.99592,0.99441,0.99704,0.98699,0.98693,0.98976,0.98634,0.98205,0.98100,0.97449,0.93979,0.84793,0.16229
0.99875,0.99705,0.99752,0.99829,1.00196,0.99173,0.99246,0.99755,0.99608,0.99006,0.99049,0.98764,0.95942,0.84810,0.15808
0.99876,0.99706,0.99754,0.99831,1.00197,0.99176,0.99250,0.99759,0.99615,0.99019,0.99071,0.98806,0.96029,0.85083,0.14403
0.99800,0.99633,0.99773,0.99729,1.00066,0.99099,0.99183,0.99622,0.99486,0.99208,0.99527,0.99844,0.98606,0.96231,0.15940
0.99738,0.99564,0.99718,0.99634,0.99947,0.98971,0.99029,0.99415,0.99216,0.98909,0.99110,0.99157,0.97304,0.93216,0.16097
0.99769,0.99599,0.99747,0.99683,1.00008,0.99037,0.99109,0.99522,0.99356,0.99068,0.99334,0.99529,0.98016,0.94927,0.13615
0.99655,0.99470,0.99637,0.99507,0.99787,0.98793,0.98809,0.99128,0.98836,0.98454,0.98460,0.98060,0.95171,0.87835,0.15594
0.99527,0.99324,0.99501,0.99308,0.99537,0.98509,0.98457,0.98671,0.98227,0.97692,0.97354,0.96179,0.91506,0.78565,0.18708
0.99877,0.99707,0.99758,0.99833,1.00200,0.99181,0.99257,0.99767,0.99626,0.99043,0.99110,0.98879,0.96186,0.85578,0.16403
0.99877,0.99707,0.99757,0.99833,1.00200,0.99180,0.99256,0.99766,0.99625,0.99040,0.99105,0.98869,0.96164,0.85508,0.16991
0.99512,0.99307,0.99485,0.99285,0.99508,0.98475,0.98415,0.98617,0.98155,0.97600,0.97220,0.95951,0.91063,0.77466,0.15437
0.99880,0.99718,0.99810,0.99845,1.00214,0.99232,0.99335,0.99844,0.99756,0.99376,0.99685,0.99987,0.98625,0.93988,0.16137
0.99542,0.99341,0.99517,0.99332,0.99567,0.98543,0.98499,0.98725,0.98300,0.97784,0.97488,0.96408,0.91951,0.79673,0.16361
0.99836,0.99673,0.99800,0.99784,1.00135,0.99169,0.99267,0.99737,0.99633,0.99349,0.99711,1.00128,0.99106,0.97010,0.15446
0.99884,0.99720,0.99794,0.99849,1.00219,0.99223,0.99317,0.99831,0.99727,0.99268,0.99490,0.99600,0.97747,0.90746,0.15756
0.99661,0.99476,0.99642,0.99515,0.99797,0.98805,0.98824,0.99147,0.98861,0.98484,0.98503,0.98134,0.95316,0.88203,0.15608
0.97855,0.97265,0.96615,0.96539,0.96122,0.93820,0.92415,0.91477,0.88135,0.81927,0.73607,0.58306,0.32852,0.05740,0.16618
0.99660,0.99475,0.99641,0.99514,0.99795,0.98803,0.98821,0.99143,0.98856,0.98479,0.98495,0.98121,0.95290,0.88137,0.15454
0.99582,0.99387,0.99560,0.99394,0.99645,0.98632,0.98610,0.98869,0.98491,0.98026,0.97839,0.97006,0.93115,0.82602,0.15382
0.99823,0.99658,0.99790,0.99764,1.00110,0.99144,0.99237,0.99696,0.99581,0.99302,0.99652,1.00041,0.98960,0.96868,0.15384
0.77724,0.74063,0.69971,0.66482,0.60578,0.52067,0.44438,0.37557,0.24607,0.13263,0.05724,0.04536,0.02667,0.04330,0.15872
0.99421,0.99143,0.98953,0.99072,0.99258,0.97871,0.97549,0.97718,0.96715,0.94338,0.91747,0.85987,0.71651,0.33553,0.16300
0.04330,0.00566,0.02901,0.01854,0.03158,0.03329,-0.00140,0.03001,0.01539,0.01375,-0.01285,-0.00248,-0.00107,0.00229,0.00074
0.08021,0.05665,0.04960,0.03887,0.04185,0.02998,0.02164,0.03409,0.02994,0.01332,0.01448,0.00577,0.01468,-0.01320,-0.00018
0.99619,0.99429,0.99599,0.99450,0.99716,0.98713,0.98711,0.98999,0.98665,0.98243,0.98154,0.97541,0.94159,0.85253,0.01183
0.99877,0.99708,0.99759,0.99833,1.00201,0.99182,0.99259,0.99769,0.99629,0.99048,0.99119,0.98895,0.96219,0.85682,-0.00708
0.99882,0.99719,0.99807,0.99847,1.00217,0.99232,0.99334,0.99844,0.99754,0.99358,0.99650,0.99917,0.98462,0.93352,-0.01916
0.99605,0.99413,0.99585,0.99430,0.99690,0.98683,0.98673,0.98951,0.98601,0.98163,0.98039,0.97345,0.93776,0.84277,-0.00932
0.99880,0.99712,0.99768,0.99838,1.00207,0.99194,0.99275,0.99786,0.99656,0.99105,0.99212,0.99071,0.96596,0.86888,0.00752
0.99731,0.99556,0.99712,0.99624,0.99934,0.98957,0.99011,0.99393,0.99186,0.98874,0.99061,0.99075,0.97144,0.92822,-0.00345
0.99875,0.99705,0.99751,0.99829,1.00195,0.99172,0.99245,0.99754,0.99606,0.99003,0.99044,0.98755,0.95922,0.84749,-0.00199
0.99516,0.99311,0.99489,0.99290,0.99515,0.98484,0.98425,0.98630,0.98173,0.97623,0.97253,0.96007,0.91172,0.77736,0.00071
0.99879,0.99711,0.99766,0.99838,1.00206,0.99192,0.99272,0.99784,0.99652,0.99095,0.99197,0.99042,0.96533,0.86686,-0.00814
0.99879,0.99717,0.99810,0.99844,1.00213,0.99232,0.99335,0.99843,0.99756,0.99383,0.99698,1.00016,0.98693,0.94262,0.00899
0.99854,0.99692,0.99809,0.99809,1.00168,0.99200,0.99302,0.99787,0.99695,0.99395,0.99763,1.00192,0.99182,0.96779,-0.00570
0.99531,0.99329,0.99506,0.99315,0.99546,0.98519,0.98469,0.98687,0.98248,0.97719,0.97393,0.96246,0.91636,0.78887,-0.00492
0.99884,0.99719,0.99792,0.99848,1.00219,0.99222,0.99316,0.99829,0.99725,0.99261,0.99477,0.99575,0.97693,0.90559,-0.00613
0.99875,0.99713,0.99813,0.99839,1.00205,0.99229,0.99333,0.99837,0.99752,0.99401,0.99737,1.00100,0.98897,0.95124,-0.00711
0.99840,0.99677,0.99802,0.99789,1.00143,0.99176,0.99275,0.99748,0.99647,0.99361,0.99725,1.00148,0.99135,0.97007,0.01581
0.99398,0.99115,0.98917,0.99034,0.99211,0.97809,0.97469,0.97621,0.96579,0.94131,0.91432,0.85460,0.70744,0.32326,-0.00213
0.99633,0.99445,0.99614,0.99473,0.99744,0.98745,0.98749,0.99049,0.98732,0.98326,0.98274,0.97746,0.94558,0.86270,-0.00805
0.99883,0.99717,0.99783,0.99846,1.00215,0.99212,0.99301,0.99814,0.99700,0.99201,0.99375,0.99379,0.97263,0.89086,0.00685
0.99876,0.99706,0.99754,0.99831,1.00197,0.99176,0.99250,0.99759,0.99614,0.99019,0.99071,0.98805,0.96027,0.85078,0.00163
0.99771,0.99601,0.99749,0.99686,1.00012,0.99041,0.99114,0.99528,0.99364,0.99077,0.99347,0.99550,0.98056,0.95020,-0.00160
0.99745,0.99571,0.99724,0.99645,0.99960,0.98985,0.99046,0.99438,0.99246,0.98943,0.99159,0.99239,0.97461,0.93600,-0.01504
0.99814,0.99648,0.99784,0.99750,1.00092,0.99126,0.99216,0.99667,0.99544,0.99266,0.99605,0.99968,0.98832,0.96663,0.00366
0.99535,0.99333,0.99510,0.99321,0.99554,0.98528,0.98480,0.98701,0.98267,0.97743,0.97428,0.96306,0.91752,0.79176,-0.00206
0.99516,0.99311,0.99489,0.99291,0.99516,0.98485,0.98426,0.98631,0.98174,0.97625,0.97256,0.96013,0.91182,0.77762,0.01966
0.99876,0.99706,0.99754,0.99831,1.00197,0.99176,0.99251,0.99760,0.99616,0.99022,0.99074,0.98812,0.96043,0.85126,0.01689
0.99879,0.99710,0.99764,0.99837,1.00204,0.99189,0.99269,0.99780,0.99646,0.99083,0.99176,0.99002,0.96448,0.86413,0.00995
0.99512,0.99307,0.99485,0.99285,0.99509,0.98476,0.98416,0.98617,0.98156,0.97601,0.97222,0.95954,0.91069,0.77481,-0.00216
0.99880,0.99713,0.99771,0.99840,1.00209,0.99197,0.99280,0.99792,0.99665,0.99123,0.99243,0.99128,0.96719,0.87286,0.00066
0.99509,0.99304,0.99482,0.99281,0.99503,0.98470,0.98408,0.98607,0.98142,0.97584,0.97196,0.95911,0.90986,0.77275,-0.01215
